517517,-5742504,-14145496
517519,-7827312,-8359864
517518,-7827328,-8886208
517522,-7827320,-13092800
517520,-6780848,-9410488
517521,-10985368,-12040112
517523,-9406344,-12040120
517526,-8879992,-12564400
517524,-8882056,-14669784
517528,-9932688,-13092800
517525,-9406344,-15198176
517530,-7303024,-12566472
517527,-7300968,-12042176
517533,-7303040,-12042176
517531,-6250336,-12042176
517534,-5199744,-10463160
517532,-6778752,-12042176
517535,-4675464,-12044232
517536,-6254480,-9408416
517540,-5726064,-9410456
517538,-4151168,-12042176
517537,-4673384,-12042176
517542,-5197672,-12570576
517541,-4673392,-13621208
517543,-6776704,-12042176
517545,-10463144,-13094864
517539,-4677520,-12046288
517544,-5199720,-12042176
517546,-5197672,-12040136
517547,-5201800,-10989512
517551,-4147040,-12566464
517548,-7829384,-11515832
517552,-7305096,-10987440
517549,-7303032,-12038072
517553,-6252408,-11515832
517554,-7300984,-12040120
517555,-11513768,-13092808
517558,-11513776,-12566472
517556,-10463144,-13619152
517557,-9408376,-13094864
517561,-6252416,-11513792
517560,-6252424,-10989504
517562,-5724032,-10987448
517563,-6252408,-12566472
517564,-7829376,-12040128
517565,-7831448,-10461104
517568,-5724024,-12566472
517566,-7305112,-10989504
517567,-7305104,-12568536
517571,-7307176,-12040128
517569,-4673392,-12566464
517572,-6254480,-12040128
517570,-7305112,-8884136
517573,-7300968,-12040128
517574,-6252424,-12564400
517575,-7827304,-12564400
517576,-8879992,-11509656
517578,-9934736,-12566464
517579,-9404280,-10456968
517580,-6780832,-10463160
517586,-7305112,-10989504
517584,-7825312,-11509712
517582,-6795192,-12564400
517587,-7305096,-9934760
517588,-5203856,-13617096
517589,-3624832,-12564408
517592,-7825288,-10459048
517593,-6774648,-12040128
517590,-6254496,-12040136
517595,-7305112,-12040128
517594,-7305104,-9936816
517596,-9404280,-13619152
517599,-8879992,-12038056
517601,-8357792,-12566464
517597,-6250344,-12566472
517600,-6248280,-12040120
517602,-7303032,-12040120
517603,-9408400,-11513776
517605,-7831416,-12042176
517604,-8880000,-11515832
517606,-5197696,-10989504
517610,-7829384,-12566472
517607,-7829376,-12566464
517609,-7829384,-12040128
517608,-8355720,-12566472
517611,-8361920,-8888264
517612,-4671352,-9936832
517613,-6254496,-9936840
517616,-8882072,-12042176
517614,-7831440,-12568536
517615,-6778776,-14675952
517617,-7829392,-10987440
517618,-6778768,-12040128
517624,-5728152,-12566480
517625,-8886200,-12562336
517626,-5724000,-12040128
517627,-6250352,-9934744
517629,-7831456,-12040128
517628,-8357800,-11515856
517633,-5726080,-12566472
517630,-8357792,-10989512
517634,-5199736,-14673896
517632,-7303056,-12040120
517635,-4673392,-15200232
517637,-7829368,-15198176
517636,-6252416,-15198184
517639,-7829384,-13619144
517642,-6250352,-13619144
517640,-11511728,-12564416
517638,-6248288,-14673888
517643,-8355728,-15198184
517641,-7831440,-12040112
517644,-7829368,-12566464
517647,-6776704,-12040136
517648,-6774632,-12566464
517646,-6778760,-11513784
517645,-9934744,-13619160
517651,-7827312,-9934752
517656,-7833512,-9934768
517653,-6254488,-10461104
517652,-7303040,-9408416
517657,-6778768,-8357792
517659,-7831440,-12040128
517655,-8882072,-10463160
517660,-7303040,-12040120
517658,-6254480,-8357800
517662,-5199720,-11513784
517661,-9410456,-11515832
517663,-8355712,-11513776
517664,-7829376,-10461088
517666,-8355712,-12566464
517665,-9408400,-10461096
517667,-6780824,-9410472
517668,-7300976,-12564424
517669,-5728144,-11513800
517672,-9930616,-11511704
517670,-6252448,-11515864
517671,-10461080,-11513776
517674,-8879984,-12038088
523179,-8351592,-12564432
517677,-6256552,-9410504
517673,-8353648,-13088688
523178,-7300960,-11513808
517676,-6256544,-12040136
517681,-7831448,-9936816
517679,-7303064,-10463160
517678,-4147040,-11513792
517680,-3620712,-9410480
517682,-7305104,-10459048
517683,-4675456,-12040128
517684,-5201792,-7833512
517685,-6252424,-7833512
517689,-7305120,-8357808
517690,-5203856,-8359864
517686,-8877960,-12040136
517687,-6778768,-8357800
517692,-6782888,-9936832
517691,-7307168,-12040136
517696,-6778776,-8882112
517693,-5203864,-9412544
517695,-6776728,-8880056
517698,-6250352,-10989504
517697,-8877960,-11513792
517699,-7305104,-9936840
517702,-7303056,-12566480
517700,-6252424,-12572632
517704,-7831464,-8884160
517701,-6780832,-8884144
517705,-7303072,-8355768
517707,-7303056,-8355752
517706,-7303080,-11515856
517709,-6778784,-7831464
517708,-7831480,-9410504
517710,-8357816,-9936840
517713,-5728144,-8359856
517712,-6254480,-9936824
517714,-7831472,-10463184
517711,-7829432,-7831472
517717,-6778784,-7831480
517716,-6778776,-9410496
517715,-7831480,-8359872
517718,-7829424,-10463184
517720,-5726080,-8884136
517719,-7305120,-8884152
517721,-5726080,-10987464
517725,-7298960,-8878000
517726,-4671352,-9932728
517729,-7829376,-12040128
517724,-7303056,-8882104
517728,-7829368,-12040120
517730,-6776712,-11511728
517731,-7305112,-12040128
517733,-10461080,-12566456
517734,-10461080,-12566464
517737,-7827304,-12564400
517732,-10461088,-12566464
517735,-11513776,-13092800
517740,-10459008,-13088672
517742,-6776688,-12566472
517738,-8357792,-13090752
517739,-4671376,-13612960
517743,-8880008,-13090752
517744,-5724008,-12564408
517746,-8880008,-12040120
517741,-9402200,-13610912
517745,-8355704,-11511720
517747,-8880000,-13617088
517748,-4675456,-13090752
517751,-9404272,-12036000
517752,-8875888,-10456976
517749,-6774664,-12564416
517753,-6774632,-12564416
517754,-8351592,-12038064
517755,-8355704,-12566464
517761,-8357792,-12566480
517756,-6774616,-12566464
517764,-8353648,-12568520
517763,-6248280,-13619152
517760,-8880000,-10461088
517758,-8355712,-12044224
517765,-6776680,-12040128
517767,-7829376,-12566472
517768,-7305112,-9936816
517766,-7831448,-12042192
517769,-6254496,-10463168
517770,-6780824,-12040128
517772,-8351592,-15196128
517771,-8351640,-12040128
517774,-8877952,-12040128
517776,-7829392,-10987432
517780,-7827344,-15722464
517783,-6778768,-10989504
517777,-8355712,-9410456
517778,-7303040,-11515848
517781,-9408408,-13617096
517787,-7303048,-12564408
517784,-5199728,-11513784
517785,-8355720,-13619128
517788,-9932688,-13092808
517790,-7829368,-9410456
517791,-9934736,-12040120
517789,-6776712,-13092800
517792,-11513768,-13090744
517793,-11511720,-13090744
517795,-9934744,-12566456
517798,-10987424,-13092800
517794,-11513768,-13092800
517796,-9934736,-12566456
517797,-10987424,-12564408
517800,-11513768,-12040120
517801,-10987424,-12566456
517799,-9934736,-13092800
517802,-9406368,-12566456
517804,-9934736,-12566456
517805,-5721976,-13092808
517807,-7300984,-12038064
517808,-10463144,-13619136
517806,-8880000,-12040112
517810,-7827360,-13619152
517813,-6264736,-12566464
517815,-7300976,-12566464
517816,-7827304,-12040120
517814,-6776688,-11515832
517812,-7303024,-12566464
517817,-7831456,-10463176
517821,-5728136,-12566464
517818,-5199736,-10989512
517823,-7827304,-12564416
517819,-6252416,-10463160
517820,-4151168,-12568520
517828,-6774640,-10459032
517829,-6776696,-12566464
517826,-9408400,-12566464
517827,-7829376,-13619152
517832,-6248280,-13092808
517830,-7833512,-12566488
517831,-7831416,-12566464
517833,-5201824,-11515824
517835,-7829416,-11515848
517838,-9406352,-11513776
517834,-5726112,-9408448
517839,-8353664,-12040128
517836,-6778784,-8884160
517837,-6250392,-8884152
517841,-7829368,-12568520
517840,-6774640,-7833520
517842,-7827304,-13617088
517845,-5730224,-12566464
517846,-6776712,-9934768
517847,-8355720,-12566480
517843,-8880000,-12566456
517848,-8355728,-12570576
517844,-7827344,-12564408
517850,-5216144,-11513784
517853,-7313312,-11513776
517849,-8357768,-12040128
517851,-6268832,-10461088
517854,-7307168,-15722464
517855,-7319480,-10471368
517856,-6256544,-12564400
517852,-8882048,-12566456
517861,-5742504,-12040120
517619,-7829368,-11513776
517862,-10461088,-11513784
517860,-8353664,-11515832
517859,-7303032,-10461088
517865,-9408448,-9934784
517620,-6776720,-8884128
517622,-6776736,-8882104
517621,-8357768,-8884136
517868,-7303048,-10989488
517867,-5197712,-11515864
517869,-6778792,-8355760
517623,-5728144,-13094880
517872,-7831416,-11515832
517873,-4673384,-10463168
517870,-6778800,-8355744
517871,-8880048,-11515848
517876,-8882088,-10461104
517877,-9410472,-11513784
517874,-7300968,-13617080
517875,-8355712,-10983304
517880,-5203864,-8882072
517878,-6780824,-9410480
517881,-8880000,-13090744
517908,-9408416,-13617104
517907,-5197648,-10461096
517909,-8877952,-13088704
517885,-6776712,-12042192
517882,-8357808,-10987432
517887,-6254480,-14145512
517888,-7831440,-11515856
517889,-8353648,-12566464
517886,-4675448,-11515856
517890,-7300968,-15198176
517893,-8884112,-12040128
517892,-7829376,-13619152
517891,-7303040,-13094864
517894,-7829360,-12566472
517896,-7831440,-9934760
517897,-7303048,-10985392
517895,-7829384,-10461096
517898,-7829392,-12566464
517899,-6778760,-12040128
517901,-8355728,-13092816
517903,-6778752,-9936816
517900,-7829384,-12564416
517902,-6778760,-10463160
517904,-7827312,-12566472
517905,-6252424,-9408416
517910,-8353656,-10461104
517906,-7300976,-12566480
