Reference,plumage,similar species 1,similar species 1 plumage,similar species 2,similar species 2 plumage,similar species 3,similar species 3 plumage,similar species 4,similar species 4 plumage,similar species 5,similar species plumage 5
species.coturnix_coturnix,male,species.perdix_perdix,adult male,species.phasianus_colchicus,female,species.turnix_sylvaticus,adult female
species.turnix_sylvaticus,adult female,species.coturnix_coturnix,male,species.phasianus_colchicus,female,species.crex_crex,key-image
species.phasianus_colchicus,male,species.chrysolophus_pictus,male,species.chrysolophus_amherstiae,male,,
species.phasianus_colchicus,female,species.chrysolophus_pictus,female,species.chrysolophus_amherstiae,female,species.perdix_perdix,adult male
species.chrysolophus_pictus,male,species.chrysolophus_amherstiae,male,species.phasianus_colchicus,male,,
species.chrysolophus_pictus,female,species.chrysolophus_amherstiae,female,species.phasianus_colchicus,female,,,,
species.chrysolophus_amherstiae,male,species.chrysolophus_pictus,male,species.chrysolophus_amherstiae,female,,,,
species.chrysolophus_amherstiae,female,species.chrysolophus_pictus,female,species.phasianus_colchicus,female,,,,
species.numida_meleagris,key-image,species.alectoris_rufa,key-image,,,,,,
species.grus_grus,adult summer,species.ardea_cinerea,adult,species.grus_virgo,adult,,,,
species.grus_grus,juvenile,species.ardea_cinerea,adult,species.grus_virgo,adult,,,,
species.grus_virgo,adult,species.grus_grus,adult summer,species.ardea_cinerea,adult,,,,
species.grus_leucogeranus,adult,species.casmerodius_albus,adult summer,species.platalea_leucorodia,adult breeding,species.ciconia_ciconia,adult,,
species.rallus_aquaticus,adult,species.porzana_parva,adult male,species.porzana_pusilla,adult,species.porzana_porzana,adult,species.gallinula_chloropus,juvenile
species.crex_crex,key-image,species.perdix_perdix,adult male,species.rallus_aquaticus,adult,,,,
species.porzana_parva,adult male,species.porzana_pusilla,adult,species.rallus_aquaticus,adult,,,,
species.porzana_parva,adult female,species.porzana_pusilla,adult,species.porzana_porzana,adult,species.rallus_aquaticus,adult,,
species.porzana_pusilla,adult,species.porzana_parva,adult male,species.rallus_aquaticus,adult,,,,
species.porzana_porzana,adult,species.rallus_aquaticus,adult,species.crex_crex,key-image,species.gallinula_chloropus,juvenile,species.porzana_carolina,adult
species.porzana_carolina,adult,species.porzana_porzana,adult,,,,,,
species.gallinula_chloropus,adult,species.fulica_atra,adult,species.fulica_cristata,adult breeding,species.porphyrio_porphyrio,adult,,
species.gallinula_chloropus,juvenile,species.fulica_atra,juvenile,species.rallus_aquaticus,adult,,
species.fulica_atra,adult,species.fulica_cristata,adult breeding,species.gallinula_chloropus,adult,,
species.fulica_atra,juvenile,species.fulica_cristata,adult breeding,species.gallinula_chloropus,juvenile,,
species.fulica_cristata,adult breeding,species.fulica_atra,adult,,,,
species.porphyrio_porphyrio,adult,species.gallinula_chloropus,adult,species.fulica_atra,juvenile,,
species.otis_tarda,adult male,species.chlamydotis_undulata,adult,species.chlamydotis_macqueenii,adult,,
species.otis_tarda,female,species.chlamydotis_undulata,adult,species.chlamydotis_macqueenii,adult,species.tetrax_tetrax,female
species.chlamydotis_undulata,adult,species.chlamydotis_macqueenii,adult,species.otis_tarda,female,,
species.chlamydotis_macqueenii,adult,species.chlamydotis_undulata,adult,species.otis_tarda,female,,
species.tetrax_tetrax,adult male,species.chlamydotis_undulata,adult,species.chlamydotis_macqueenii,adult,,
species.tetrax_tetrax,female,species.chlamydotis_undulata,adult,species.phasianus_colchicus,female,,
species.haematopus_ostralegus,adult summer,species.recurvirostra_avosetta,adult male,species.himantopus_himantopus,adult female,,
species.haematopus_ostralegus,juvenile,species.recurvirostra_avosetta,adult male,species.himantopus_himantopus,adult female,,
species.himantopus_himantopus,adult female,species.recurvirostra_avosetta,adult male,species.haematopus_ostralegus,adult summer,,
species.recurvirostra_avosetta,adult male,species.haematopus_ostralegus,adult summer,species.himantopus_himantopus,adult female,,
species.burhinus_oedicnemus,adult,species.burhinus_senegalensis,key-image,,,,
species.burhinus_senegalensis,key-image,species.burhinus_senegalensis,key-image,,,,
species.vanellus_vanellus,adult summer male,species.vanellus_spinosus,adult,species.vanellus_indicus,adult,species.haematopus_ostralegus,adult summer
species.vanellus_spinosus,adult,species.vanellus_indicus,adult,,,,
species.vanellus_indicus,adult,species.vanellus_spinosus,adult,,,,
species.vanellus_gregarius,adult summer,species.charadrius_morinellus,juvenile->first-winter,species.charadrius_asiaticus,adult winter,,
species.vanellus_leucurus,adult,species.vanellus_spinosus,adult,species.vanellus_indicus,adult,,
species.pluvialis_apricaria,adult summer male,species.pluvialis_squatarola,adult summer male,species.pluvialis_fulva,adult summer male,species.pluvialis_dominica,adult summer male
species.pluvialis_apricaria,winter,species.pluvialis_squatarola,adult winter,species.pluvialis_dominica,juvenile,species.pluvialis_fulva,juvenile
species.pluvialis_dominica,adult summer male,species.pluvialis_apricaria,adult summer male,species.pluvialis_fulva,adult summer male,species.pluvialis_squatarola,adult summer male
species.pluvialis_dominica,juvenile,species.pluvialis_apricaria,winter,species.pluvialis_fulva,juvenile,species.pluvialis_squatarola,adult winter
species.pluvialis_fulva,adult summer male,species.pluvialis_dominica,adult summer male,species.pluvialis_apricaria,adult summer male,species.pluvialis_squatarola,adult summer male
species.pluvialis_fulva,juvenile,species.pluvialis_apricaria,winter,species.pluvialis_dominica,juvenile,species.pluvialis_squatarola,adult winter
species.pluvialis_squatarola,adult summer male,species.pluvialis_apricaria,adult summer male,species.pluvialis_dominica,adult summer male,species.pluvialis_fulva,adult summer male
species.pluvialis_squatarola,adult winter,species.pluvialis_apricaria,winter,species.pluvialis_dominica,juvenile,species.pluvialis_fulva,juvenile
species.charadrius_hiaticula,adult summer male,species.charadrius_dubius,adult summer male,,,,
species.charadrius_hiaticula,adult winter,species.charadrius_dubius,adult winter,species.charadrius_alexandrinus,juvenile,,
species.charadrius_dubius,adult summer male,species.charadrius_hiaticula,adult summer male,,,,,,
species.charadrius_dubius,adult winter,species.charadrius_hiaticula,adult winter,species.charadrius_alexandrinus,juvenile,,,,
species.charadrius_semipalmatus,adult summer male,species.charadrius_hiaticula,adult summer male,species.charadrius_dubius,adult summer male,,,,
species.charadrius_semipalmatus,juvenile,species.charadrius_hiaticula,adult winter,species.charadrius_dubius,adult winter,,,,
species.charadrius_vociferus,adult winter,species.charadrius_hiaticula,adult summer male,species.charadrius_dubius,adult summer male,,,,
species.charadrius_alexandrinus,adult summer male,species.charadrius_hiaticula,adult winter,species.charadrius_pecuarius,adult summer male,species.charadrius_mongolus,juvenile,species.charadrius_leschenaultii,juvenile
species.charadrius_alexandrinus,juvenile,species.charadrius_hiaticula,adult winter,species.charadrius_dubius,adult winter,species.charadrius_mongolus,juvenile,species.charadrius_leschenaultii,juvenile
species.charadrius_pecuarius,adult summer male,species.charadrius_alexandrinus,adult summer male,species.charadrius_morinellus,juvenile->first-winter,,,,
species.charadrius_mongolus,adult summer male,species.charadrius_leschenaultii,adult summer male,,,,,,
species.charadrius_mongolus,juvenile,species.charadrius_leschenaultii,juvenile,species.charadrius_alexandrinus,juvenile,,,,
species.charadrius_leschenaultii,adult summer male,species.charadrius_mongolus,adult summer male,,,,,,
species.charadrius_leschenaultii,juvenile,species.charadrius_mongolus,juvenile,species.charadrius_leschenaultii,juvenile,,,,
species.glareola_nordmanni,adult summer,species.glareola_pratincola,adult summer,,,,,,
species.glareola_pratincola,adult summer,species.glareola_nordmanni,adult summer,,,,,,
species.cursorius_cursor,adult,species.charadrius_morinellus,juvenile->first-winter,,,,,,
species.charadrius_asiaticus,adult male summer,species.charadrius_morinellus,adult summer female,species.charadrius_leschenaultii,adult summer male,species.vanellus_leucurus,adult,species.charadrius_mongolus,adult summer male
species.charadrius_asiaticus,adult winter,species.charadrius_morinellus,juvenile->first-winter,species.charadrius_alexandrinus,juvenile,species.charadrius_pecuarius,adult summer male,species.charadrius_mongolus,juvenile
species.charadrius_morinellus,adult summer female,species.charadrius_leschenaultii,adult summer male,species.charadrius_asiaticus,adult male summer,,,,
species.charadrius_morinellus,juvenile->first-winter,species.pluvialis_apricaria,winter,species.charadrius_asiaticus,adult winter,species.cursorius_cursor,adult,,
species.limosa_limosa,adult summer male,species.limosa_lapponica,adult summer male,,,,,,
species.limosa_limosa,adult winter,species.limosa_lapponica,juvenile,species.tringa_erythropus,adult winter,,,,
species.limosa_lapponica,adult summer male,species.limosa_limosa,adult summer male,species.calidris_canutus,adult summer,,,,
species.limosa_lapponica,juvenile,species.limosa_limosa,adult winter,species.calidris_canutus,adult winter,species.numenius_phaeopus,adult male,,
species.numenius_arquata,adult summer,species.numenius_phaeopus,adult male,,,,,,
species.numenius_phaeopus,adult male,species.numenius_arquata,adult summer,,,,,,
species.tringa_erythropus,adult summer,species.tringa_totanus,adult summer,species.philomachus_pugnax,adult male breeding,,,,
species.tringa_erythropus,adult winter,species.tringa_nebularia,adult summer,species.tringa_totanus,adult summer,,,,
species.tringa_totanus,adult summer,species.tringa_erythropus,adult winter,species.tringa_nebularia,adult summer,species.tringa_glareola,juvenile,,
species.tringa_stagnatilis,adult winter,species.tringa_nebularia,adult summer,,,,,,
species.tringa_nebularia,adult summer,species.tringa_glareola,juvenile,species.tringa_ochropus,juvenile,species.tringa_totanus,adult summer,species.tringa_erythropus,adult winter
species.tringa_ochropus,juvenile,species.tringa_glareola,juvenile,species.tringa_nebularia,adult summer,,,,
species.tringa_glareola,juvenile,species.tringa_ochropus,juvenile,species.tringa_nebularia,adult summer,species.tringa_stagnatilis,adult winter,species.tringa_totanus,adult summer
species.xenus_cinereus,adult summer,species.actitis_hypoleucos,adult summer,,,,
species.actitis_hypoleucos,adult summer,species.tringa_ochropus,juvenile,species.tringa_glareola,juvenile,,
species.actitis_macularius,adult summer,species.actitis_hypoleucos,adult summer,,,,
species.actitis_macularius,adult winter,species.actitis_hypoleucos,adult summer,,,,
species.arenaria_interpres,adult summer male,species.calidris_alpina,adult summer male form1,,,,
species.arenaria_interpres,adult winter,species.calidris_maritima,adult winter,,,,
species.phalaropus_fulicarius,adult summer female,species.phalaropus_lobatus,adult summer female,,,,
species.phalaropus_fulicarius,juvenile,species.phalaropus_lobatus,adult winter,,,,
species.phalaropus_lobatus,adult summer female,species.phalaropus_fulicarius,adult summer female,species.calidris_canutus,adult summer,,
species.phalaropus_lobatus,adult winter,species.phalaropus_fulicarius,juvenile,species.calidris_alba,adult winter,,
species.phalaropus_tricolor,adult summer female,species.phalaropus_fulicarius,adult summer female,,,,
species.phalaropus_tricolor,adult winter,species.tringa_stagnatilis,adult winter,species.tringa_glareola,juvenile,,
species.tryngites_subruficollis,adult summer->winter,species.philomachus_pugnax,adult female spring,,,,
species.scolopax_rusticola,adult,species.gallinago_gallinago,adult,,,,
species.gallinago_media,adult,species.gallinago_gallinago,adult,,,,
species.gallinago_gallinago,adult,species.lymnocryptes_minimus,adult,species.gallinago_media,adult,species.scolopax_rusticola,adult
species.gallinago_stenura,key-image,species.gallinago_gallinago,adult,species.gallinago_media,adult,,,,
species.rostratula_benghalensis,female,species.scolopax_rusticola,adult,,,,,,
species.limnodromus_scolopaceus,juvenile,species.gallinago_gallinago,adult,species.limnodromus_griseus,juvenile,,,,
species.limnodromus_griseus,juvenile,species.limnodromus_griseus,juvenile,,,,,,
species.lymnocryptes_minimus,adult,species.gallinago_gallinago,adult,,,,,,
species.calidris_canutus,adult summer,species.calidris_ferruginea,adult summer male,species.calidris_alba,adult summer,,,,
species.calidris_canutus,adult winter,species.calidris_alpina,adult winter,species.calidris_ferruginea,adult winter,species.arenaria_interpres,adult winter,,
species.calidris_alba,adult summer,species.calidris_canutus,adult summer,species.calidris_ferruginea,adult summer male,species.calidris_minuta,adult spring,,
species.calidris_alba,adult winter,species.calidris_alpina,adult winter,,,,,,
species.calidris_minuta,juvenile,species.calidris_alpina,juvenile,species.limicola_falcinellus,juvenile,,,,
species.calidris_minuta,adult winter,species.calidris_alpina,adult winter,,,,,,
species.calidris_minuta,adult spring,species.calidris_alba,adult summer,species.calidris_temminckii,adult summer,,,,
species.calidris_temminckii,juvenile,species.calidris_minuta,adult winter,species.actitis_hypoleucos,adult summer,species.calidris_canutus,adult winter,species.calidris_alpina,adult winter
species.calidris_temminckii,adult summer,species.actitis_hypoleucos,adult summer,species.calidris_canutus,adult winter,species.calidris_alpina,adult winter,,
species.calidris_minutilla,juvenile,species.calidris_temminckii,juvenile,species.calidris_minuta,juvenile,species.calidris_subminuta,juvenile,,
species.calidris_subminuta,juvenile,species.calidris_temminckii,juvenile,species.calidris_minuta,juvenile,species.tringa_glareola,juvenile,species.calidris_minutilla,juvenile
species.calidris_bairdii,juvenile,species.calidris_fuscicollis,juvenile,species.calidris_temminckii,juvenile,species.actitis_hypoleucos,adult summer,,
species.calidris_fuscicollis,juvenile,species.calidris_alpina,adult winter,species.calidris_bairdii,juvenile,species.calidris_pusilla,juvenile,,
species.calidris_pusilla,juvenile,species.calidris_minuta,juvenile,species.calidris_alpina,adult winter,species.calidris_mauri,juvenile->first-winter,,
species.calidris_mauri,juvenile->first-winter,species.calidris_minuta,juvenile,species.calidris_alpina,adult winter,species.calidris_pusilla,juvenile,,
species.calidris_ruficollis,juvenile,species.calidris_minuta,adult spring,species.calidris_alba,adult summer,,,,
species.calidris_acuminata,juvenile,species.calidris_melanotos,juvenile,,,,,,
species.calidris_melanotos,adult summer->winter,species.philomachus_pugnax,adult female spring,species.tringa_glareola,juvenile,species.calidris_alpina,juvenile,species.calidris_acuminata,juvenile
species.calidris_melanotos,juvenile,species.philomachus_pugnax,adult female spring,species.tringa_glareola,juvenile,species.calidris_alpina,juvenile,species.calidris_acuminata,juvenile
species.calidris_maritima,adult summer,species.arenaria_interpres,adult winter,,,,,,
species.calidris_maritima,adult winter,species.arenaria_interpres,adult winter,,,,,,
species.calidris_alpina,adult summer male form1,species.calidris_minuta,adult spring,species.limicola_falcinellus,juvenile,,,,
species.calidris_alpina,adult winter,species.calidris_canutus,adult winter,species.calidris_minuta,adult winter,species.calidris_alba,adult winter,,
species.calidris_alpina,juvenile,species.calidris_alpina,juvenile,species.calidris_melanotos,juvenile,,,,
species.calidris_ferruginea,adult summer male,species.calidris_canutus,adult summer,species.calidris_alba,adult summer,,,,
species.calidris_ferruginea,adult winter,species.calidris_alpina,adult winter,,,,,,
species.calidris_ferruginea,juvenile,species.calidris_alpina,adult winter,,,,,,
species.limicola_falcinellus,adult summer,species.calidris_alpina,juvenile,,,,
species.limicola_falcinellus,adult winter,species.calidris_alpina,adult winter,,,,
species.limicola_falcinellus,juvenile,species.calidris_alpina,juvenile,species.calidris_minuta,juvenile,,
species.philomachus_pugnax,adult male breeding,species.tringa_totanus,adult summer,species.tringa_erythropus,adult summer,,
species.philomachus_pugnax,adult male winter,species.tringa_totanus,adult summer,species.calidris_melanotos,juvenile,,
species.philomachus_pugnax,adult female spring,species.tringa_totanus,adult summer,species.calidris_melanotos,juvenile,,
species.philomachus_pugnax,juvenile female,species.tringa_totanus,adult summer,species.tringa_glareola,juvenile,species.calidris_melanotos,juvenile
species.stercorarius_skua,adult,species.larus_argentatus,juvenile,species.larus_fuscus,juvenile form2,species.stercorarius_pomarinus,adult summer
species.stercorarius_pomarinus,adult summer,species.stercorarius_parasiticus,adult summer form1,species.stercorarius_longicaudus,adult summer,,
species.stercorarius_parasiticus,adult summer form1,species.stercorarius_pomarinus,adult summer,species.stercorarius_longicaudus,adult summer,,
species.stercorarius_parasiticus,juvenile form2,species.stercorarius_pomarinus,adult summer,species.stercorarius_longicaudus,adult summer,species.larus_marinus,juvenile
species.stercorarius_longicaudus,adult summer,species.stercorarius_parasiticus,adult summer form1,species.stercorarius_pomarinus,adult summer,,
species.pagophila_eburnea,adult,species.larus_canus,adult summer,species.larus_glaucoides,adult winter form1,,
species.pagophila_eburnea,first-winter,species.larus_glaucoides,second-winter,,,,
species.larus_delawarensis,adult summer,species.larus_canus,adult summer,species.larus_argentatus,adult winter form1,,
species.larus_delawarensis,first-winter,species.larus_canus,first-winter,species.larus_argentatus,second-winter,,
species.larus_canus,adult summer,species.larus_argentatus,adult winter form1,species.larus_delawarensis,adult summer,,,,
species.larus_canus,first-winter,species.larus_argentatus,second-winter,species.larus_delawarensis,first-winter,,,,
species.larus_canus,juvenile,species.larus_melanocephalus,first-winter,species.larus_argentatus,first-winter,,,,
species.larus_argentatus,adult winter form1,species.larus_michahellis,adult summer,species.larus_fuscus,adult summer form2,species.larus_canus,adult summer,,
species.larus_argentatus,second-winter,species.larus_michahellis,first-winter,species.larus_fuscus,second-winter form2,species.larus_canus,first-winter,,
species.larus_argentatus,first-winter,species.larus_michahellis,first-winter,species.larus_fuscus,juvenile form2,species.larus_canus,juvenile,species.larus_marinus,juvenile
species.larus_argentatus,juvenile,species.larus_michahellis,first-winter,species.larus_fuscus,juvenile form2,species.larus_marinus,juvenile,,
species.larus_smithsonianus,adult winter,species.larus_argentatus,adult winter form1,species.larus_michahellis,adult summer,,,,
species.larus_smithsonianus,first-winter,species.larus_argentatus,juvenile,species.larus_fuscus,juvenile form2,,,,
species.larus_fuscus,adult summer form1,species.larus_marinus,adult summer,,,,,,
species.larus_fuscus,adult summer form2,species.larus_michahellis,adult summer,species.larus_argentatus,adult winter form1,,,,
species.larus_fuscus,second-winter form2,species.larus_argentatus,second-winter,species.larus_michahellis,first-winter,,,,
species.larus_fuscus,juvenile form2,species.larus_argentatus,juvenile,species.larus_michahellis,first-winter,species.larus_armenicus,first-winter,,
species.larus_marinus,adult summer,species.larus_fuscus,adult summer form1,,,,,,
species.larus_marinus,juvenile,species.larus_argentatus,juvenile,species.larus_michahellis,first-winter,species.larus_fuscus,juvenile form2,,
species.larus_hyperboreus,adult winter,species.larus_glaucoides,adult winter form1,species.larus_argentatus,adult winter form1,,,,
species.larus_hyperboreus,second-winter,species.larus_glaucoides,second-winter,,,,,,
species.larus_hyperboreus,juvenile,species.larus_glaucoides,juvenile,species.larus_marinus,juvenile,,,,
species.larus_glaucoides,adult winter form1,species.larus_hyperboreus,adult winter,species.larus_canus,adult summer,species.larus_melanocephalus,adult summer,,
species.larus_glaucoides,second-winter,species.larus_hyperboreus,second-winter,,,,,,
species.larus_glaucoides,juvenile,species.larus_hyperboreus,juvenile,,,,,,
species.larus_melanocephalus,adult summer,species.chroicocephalus_ridibundus,adult summer,species.hydrocoloeus_minutus,adult summer,species.larus_ichthyaetus,adult summer,,
species.larus_melanocephalus,second-winter,species.chroicocephalus_ridibundus,adult winter,species.hydrocoloeus_minutus,adult winter,species.larus_ichthyaetus,first-winter,,
species.larus_melanocephalus,first-winter,species.larus_canus,first-winter,species.hydrocoloeus_minutus,first-winter,species.chroicocephalus_ridibundus,juvenile,species.larus_ichthyaetus,first-winter
species.chroicocephalus_ridibundus,adult summer,species.larus_melanocephalus,adult summer,species.hydrocoloeus_minutus,adult summer,species.chroicocephalus_genei,adult summer,species.chroicocephalus_philadelphia,adult summer
species.chroicocephalus_ridibundus,adult winter,species.larus_melanocephalus,second-winter,species.hydrocoloeus_minutus,adult winter,species.chroicocephalus_genei,adult summer,species.chroicocephalus_philadelphia,adult winter
species.chroicocephalus_ridibundus,juvenile,species.chroicocephalus_genei,juvenile,species.hydrocoloeus_minutus,juvenile,species.larus_melanocephalus,first-winter,species.larus_canus,juvenile
species.chroicocephalus_genei,adult summer,species.chroicocephalus_ridibundus,adult winter,species.larus_melanocephalus,second-winter,,,,
species.chroicocephalus_genei,juvenile,species.chroicocephalus_ridibundus,juvenile,species.larus_melanocephalus,first-winter,,,,
species.chroicocephalus_philadelphia,adult summer,species.chroicocephalus_ridibundus,adult summer,species.larus_melanocephalus,adult summer,,,,
species.chroicocephalus_philadelphia,adult winter,species.chroicocephalus_ridibundus,adult winter,species.larus_melanocephalus,second-winter,,,,
species.hydrocoloeus_minutus,adult summer,species.larus_melanocephalus,adult summer,species.chroicocephalus_ridibundus,adult summer,,,,
species.hydrocoloeus_minutus,adult winter,species.chroicocephalus_ridibundus,adult winter,species.larus_melanocephalus,second-winter,species.rhodostethia_rosea,adult summer
species.hydrocoloeus_minutus,first-winter,species.rissa_tridactyla,juvenile,species.rhodostethia_rosea,first-winter,,
species.hydrocoloeus_minutus,juvenile,species.rissa_tridactyla,juvenile,species.xema_sabini,juvenile,species.rhodostethia_rosea,first-winter
species.rissa_tridactyla,adult summer,species.larus_canus,adult summer,species.xema_sabini,adult summer,,
species.rissa_tridactyla,juvenile,species.xema_sabini,juvenile,species.hydrocoloeus_minutus,juvenile,species.chroicocephalus_ridibundus,juvenile
species.xema_sabini,adult summer,species.rissa_tridactyla,juvenile,,,,
species.xema_sabini,juvenile,species.rissa_tridactyla,juvenile,species.hydrocoloeus_minutus,first-winter,,
species.rhodostethia_rosea,adult summer,species.hydrocoloeus_minutus,adult summer,,,,
species.rhodostethia_rosea,first-winter,species.hydrocoloeus_minutus,juvenile,species.rissa_tridactyla,juvenile,,
species.larus_audouinii,adult summer,species.larus_melanocephalus,second-winter,species.larus_argentatus,adult winter form1,species.larus_canus,adult summer
species.larus_audouinii,first-winter,species.larus_canus,first-winter,species.larus_argentatus,first-winter,species.larus_melanocephalus,first-winter
species.larus_ichthyaetus,adult summer,species.larus_melanocephalus,adult summer,species.chroicocephalus_ridibundus,adult summer,,
species.larus_ichthyaetus,first-winter,species.larus_argentatus,second-winter,species.larus_cachinnans,first-winter,species.larus_melanocephalus,first-winter
species.larus_hemprichii,adult summer,species.larus_leucophthalmus,adult summer,species.larus_atricilla,adult summer,,
species.larus_hemprichii,juvenile,species.larus_leucophthalmus,juvenile,,,,
species.larus_leucophthalmus,adult summer,species.larus_hemprichii,adult summer,species.larus_atricilla,adult summer,,
species.larus_leucophthalmus,juvenile,species.larus_hemprichii,juvenile,,,,,,
species.larus_michahellis,adult summer,species.larus_fuscus,adult summer form2,species.larus_argentatus,adult winter form1,species.larus_cachinnans,adult summer,species.larus_armenicus,adult summer
species.larus_michahellis,first-winter,species.larus_fuscus,juvenile form2,species.larus_argentatus,first-winter,species.larus_cachinnans,first-winter,species.larus_armenicus,first-winter
species.larus_armenicus,adult summer,species.larus_cachinnans,adult summer,species.larus_michahellis,adult summer,,,,
species.larus_armenicus,first-winter,species.larus_cachinnans,first-winter,species.larus_michahellis,first-winter,species.larus_fuscus,juvenile form2,,
species.larus_cachinnans,adult summer,species.larus_argentatus,adult winter form1,species.larus_michahellis,adult summer,species.larus_armenicus,adult summer,,
species.larus_cachinnans,first-winter,species.larus_argentatus,juvenile,species.larus_michahellis,first-winter,,,,
species.larus_atricilla,adult summer,species.chroicocephalus_ridibundus,adult summer,species.larus_pipixcan,adult summer,,,,
species.larus_atricilla,first-winter,species.chroicocephalus_ridibundus,adult winter,species.larus_pipixcan,first-winter,,,,
species.larus_pipixcan,adult summer,species.larus_atricilla,adult summer,species.chroicocephalus_ridibundus,adult summer,,,,
species.larus_pipixcan,first-winter,species.larus_atricilla,first-winter,species.chroicocephalus_ridibundus,adult winter,,,,
species.chlidonias_hybrida,adult summer,species.sterna_hirundo,adult summer,species.sterna_paradisaea,adult summer,,,,
species.chlidonias_hybrida,adult winter,species.chlidonias_leucopterus,adult winter,,,,,,
species.chlidonias_hybrida,juvenile,species.chlidonias_leucopterus,juvenile,species.chlidonias_niger,juvenile,,,,
species.chlidonias_leucopterus,adult summer,species.chlidonias_niger,adult summer,,,,,,
species.chlidonias_leucopterus,adult winter,species.chlidonias_hybrida,adult winter,species.chlidonias_niger,adult winter,,,,
species.chlidonias_leucopterus,juvenile,species.chlidonias_niger,juvenile,species.chlidonias_hybrida,juvenile,,
species.chlidonias_niger,adult summer,species.chlidonias_leucopterus,juvenile,,,,
species.chlidonias_niger,adult winter,species.chlidonias_leucopterus,adult winter,species.chlidonias_hybrida,adult winter,,
species.chlidonias_niger,juvenile,species.chlidonias_leucopterus,juvenile,species.chlidonias_hybrida,juvenile,,
species.gelochelidon_nilotica,adult summer,species.sterna_sandvicensis,adult summer,,,,
species.gelochelidon_nilotica,first-winter,species.sterna_sandvicensis,juvenile,,,,
species.hydroprogne_caspia,adult summer,species.sterna_maxima,adult summer,species.sterna_bengalensis,adult summer,,
species.sterna_maxima,adult summer,species.hydroprogne_caspia,adult summer,species.sterna_bengalensis,adult summer,,
species.sterna_bengalensis,adult summer,species.sterna_maxima,adult summer,species.hydroprogne_caspia,adult summer,,
species.onychoprion_fuscata,adult summer,species.onychoprion_anaethetus,adult summer,,,,
species.onychoprion_anaethetus,adult summer,species.onychoprion_fuscata,adult summer,,,,
species.sterna_repressa,adult summer,species.sterna_hirundo,adult summer,species.chlidonias_hybrida,adult summer,,
species.sterna_dougallii,adult winter,species.sterna_hirundo,juvenile,species.sterna_sandvicensis,juvenile,species.gelochelidon_nilotica,first-winter
species.sterna_hirundo,adult summer,species.sterna_paradisaea,adult summer,species.chlidonias_hybrida,adult summer,,
species.sterna_hirundo,juvenile,species.sterna_paradisaea,juvenile,species.sterna_dougallii,juvenile,,
species.sterna_paradisaea,adult summer,species.sterna_hirundo,adult summer,species.chlidonias_hybrida,adult summer,,
species.sterna_paradisaea,juvenile,species.sterna_hirundo,juvenile,species.sterna_dougallii,juvenile,,,,
species.sterna_dougallii,adult summer,species.sterna_hirundo,adult summer,,,,,,
species.sterna_dougallii,juvenile,species.sterna_sandvicensis,juvenile,species.sterna_paradisaea,juvenile,species.sterna_hirundo,juvenile,,
species.sternula_albifrons,adult summer,species.sterna_sandvicensis,adult summer,,,,,,
species.sternula_albifrons,juvenile,species.sterna_sandvicensis,juvenile,,,,,,
species.sterna_sandvicensis,adult summer,species.gelochelidon_nilotica,adult summer,species.sterna_bengalensis,adult summer,,,,
species.sterna_sandvicensis,juvenile,species.sternula_albifrons,juvenile,species.sterna_hirundo,juvenile,species.sterna_dougallii,juvenile,species.gelochelidon_nilotica,first-winter
species.alle_alle,adult summer,species.alca_torda,adult summer,species.fratercula_arctica,adult summer,,,,
species.alle_alle,winter,species.alca_torda,adult winter,species.fratercula_arctica,adult winter,species.sturnus_vulgaris,winter,,
species.alca_torda,adult summer,species.uria_aalge,adult summer,species.fratercula_arctica,adult summer,species.uria_lomvia,adult summer,species.alle_alle,adult summer
species.alca_torda,adult winter,species.uria_aalge,adult winter,species.fratercula_arctica,adult winter,species.alle_alle,winter,,
species.uria_lomvia,adult summer,species.uria_aalge,adult summer,species.alca_torda,adult summer,,,,
species.uria_lomvia,adult winter,species.uria_aalge,adult winter,species.alca_torda,adult winter,,,,
species.uria_aalge,adult summer,species.uria_lomvia,adult summer,species.alca_torda,adult summer,,,,
species.uria_aalge,adult winter,species.alca_torda,adult winter,species.uria_lomvia,adult winter,,,,
species.cepphus_grylle,adult summer,species.alca_torda,adult summer,species.melanitta_fusca,adult male,,,,
species.cepphus_grylle,adult winter,species.alca_torda,adult winter,species.somateria_mollissima,adult male,,
species.fratercula_arctica,adult summer,species.alca_torda,adult summer,species.alle_alle,adult summer,,
species.fratercula_arctica,adult winter,species.alca_torda,adult winter,species.alle_alle,winter,,
species.pterocles_orientalis,male,species.perdix_perdix,adult male,species.pterocles_senegallus,male,species.pterocles_coronatus,male
species.pterocles_alchata,male,species.pterocles_senegallus,male,species.pterocles_coronatus,male,species.perdix_perdix,adult male
species.pterocles_senegallus,male,species.pterocles_coronatus,male,species.pterocles_alchata,male,species.perdix_perdix,adult male
species.pterocles_coronatus,male,species.pterocles_senegallus,male,species.pterocles_alchata,male,species.perdix_perdix,adult male
species.pterocles_lichtensteinii,male,species.pterocles_alchata,male,species.pterocles_coronatus,male,species.perdix_perdix,adult male
species.columba_livia,adult,species.columba_livia_domestica,key-image,species.columba_oenas,adult,species.columba_palumbus,juvenile
species.columba_livia_domestica,key-image,species.columba_livia,adult,species.columba_oenas,adult,species.columba_palumbus,juvenile
species.columba_oenas,adult,species.columba_livia,adult,species.columba_palumbus,juvenile,,
